id,NAME,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,last review,reviews per month,review rate number,calculated host listings count,availability 365,house_rules,license
38313067,Cozy private bedroom with fireplace in Brooklyn,34497119029,unconfirmed,Di,Brooklyn,Bedford-Stuyvesant,40.68671,-73.91892,United States,US,True,strict,Private room,2021.0,$559 ,$112 ,30.0,3.0,3/19/2020,0.11,5.0,1.0,0.0,,
6294027,Brooklyn Brownstone with Backyard,85339212576,unconfirmed,Raven,Brooklyn,Bushwick,40.68833,-73.91676,United States,US,False,strict,Entire home/apt,2007.0,$437 ,$87 ,5.0,0.0,,,1.0,1.0,258.0,,
40041766,One family  house sublet August 1st to August 31,74220770814,verified,Eleni,Brooklyn,South Slope,40.66812,-73.99022,United States,US,True,moderate,Private room,2021.0,$883 ,$177 ,30.0,1.0,6/19/2019,1.0,4.0,2.0,39.0,,
33171706,Times Square Comfort One-bedroom Apartment,15459303298,unconfirmed,Nomad,Manhattan,Midtown,40.7479,-73.98711,United States,US,True,strict,Entire home/apt,2004.0,$844 ,$169 ,7.0,23.0,1/4/2022,1.41,3.0,53.0,164.0,,
7559346,The New Downtown* 1 bdrm,26497036932,unconfirmed,Millie,Manhattan,Hell's Kitchen,40.75474,-73.99836,United States,US,True,strict,Entire home/apt,2008.0,"$1,049 ",$210 ,2.0,123.0,6/28/2019,2.81,2.0,2.0,349.0,,
11879989,Beautiful Brownstone in Boerum Hill,30316520750,unconfirmed,Thomas,Brooklyn,Boerum Hill,40.68501,-73.98581,United States,US,False,flexible,Entire home/apt,2021.0,"$1,165 ",$233 ,3.0,16.0,6/9/2019,0.52,1.0,1.0,33.0,"No smoking, no pets. Otherwise, nothing in particular, please treat the other occupants and the apartment with respect.",
14872903,"LOVE MANHATTAN 1
NEAR TO YANKE STADIUM",35180723389,verified,Ociel,Bronx,Mott Haven,40.81005,-73.91977,United States,US,False,flexible,Private room,2009.0,$419 ,$84 ,1.0,73.0,5/29/2019,3.16,4.0,4.0,51.0,"No smoking inside. Since I have a dog, there are no other pets allowed.",
13684353,Comfy Entire Studio Apartment Near Central Park,36013779412,verified,Nuttamon,Manhattan,Upper East Side,40.77294,-73.95351,United States,US,True,moderate,Entire home/apt,2009.0,$682 ,$136 ,1.0,126.0,4/2/2019,4.78,1.0,5.0,287.0,"No smoking in the apartment, in the common hallway or outside the building. Respectful of our neighbors - no loud music.",
35521743,High End Hilton Studio near Central Park,49604980160,unconfirmed,Armstrong,Manhattan,Midtown,40.76527,-73.97744,United States,US,True,moderate,Entire home/apt,2008.0,"$1,115 ",$223 ,1.0,14.0,11/12/2021,0.3,2.0,3.0,82.0,,
13969892,Private Room in Sunny Williamsburg location,81435132988,verified,Dana,Brooklyn,Williamsburg,40.7084,-73.9551,United States,US,True,strict,Private room,2012.0,$270 ,$54 ,2.0,3.0,7/24/2017,0.12,2.0,1.0,0.0,"No smoking permitted, no pets.",
6474629,Room at astoria,23960538871,verified,Yoshihisa,Queens,Ditmars Steinway,40.78261,-73.91452,United States,US,True,flexible,Private room,2014.0,$582 ,$116 ,1.0,0.0,,,5.0,1.0,190.0,Have fun and be respectful of  others Pets are allowed after discussion as long as they are well trained and picked up after.,
33479890,"Quiet, Large, & Cozy Bedroom in Bushwick Apt - 2",5753600735,verified,Anthony,Brooklyn,Bushwick,40.68674,-73.91492,United States,US,True,strict,Private room,2009.0,$178 ,$36 ,30.0,3.0,1/2/2022,0.41,2.0,24.0,308.0,,
1001254,Clean & quiet apt home by the park,80014485718,unconfirmed,Madaline,Brooklyn,Kensington,40.64749,-73.97237,United States,US,False,strict,Private room,2020.0,$966 ,$193 ,10.0,9.0,10/19/2021,0.21,4.0,6.0,286.0,Clean up and treat the home the way you'd like your home to be treated.  No smoking.,
51670995,Private Room in Brooklyn Brownstone,28185395983,unconfirmed,Hallie,Brooklyn,Bedford-Stuyvesant,40.68119,-73.93722,United States,US,False,strict,Private room,2014.0,$51 ,$10 ,2.0,2.0,3/29/2017,0.07,2.0,1.0,0.0,,
55606685,Sonder | 21 Chelsea | Lively 1BR + Rooftop,6787467656,unconfirmed,Sonder,Manhattan,Chelsea,40.7425,-73.99427,United States,US,True,strict,Entire home/apt,2016.0,$384 ,$77 ,29.0,1.0,9/25/2018,0.1,5.0,96.0,220.0,"I'm looking only for mature guests who would treat my home as you would your own. No smoking and no parties. This is a friendly and quiet neighborhood and the ideal guest will be the same. CHECK-OUT You don't need to clean the house, but anything you can do to make the cleaning person's job more straightforward (like throwing away any perishable food you didn't eat), would be much appreciated! SLEEPING ARRANGEMENTS There are two bedrooms so two couples will fit perfectly. I can accommodate larger groups (up to six), but those people will have to sleep on (very comfy) blow up beds that you put either in the dining room or one of the bedrooms. Sleeping masks advised for anyone who decides to sleep on an air mattress in the dining room.",
37870675,★☆Sunnyside☆-Locals' favorite neighbor for living-,967079559,unconfirmed,Haruhisa,Queens,Sunnyside,40.73809,-73.92769,United States,US,False,strict,Private room,2005.0,"$1,012 ",$202 ,31.0,4.0,9/26/2020,0.09,4.0,5.0,0.0,,
32804979,Authentic Greenpoint-2 Private Rooms,63142908792,unconfirmed,Ryan,Brooklyn,Greenpoint,40.73209,-73.95861,United States,US,False,flexible,Private room,2011.0,"$1,114 ",$223 ,30.0,24.0,1/9/2022,0.25,5.0,2.0,26.0,,
29936885,Charming Entire 2 Bdrm  in Heart of Williamsburg,32543247351,unconfirmed,Yana + Daniel,Brooklyn,Williamsburg,40.71625,-73.95504,United States,US,True,flexible,Entire home/apt,2007.0,$711 ,$142 ,3.0,120.0,2/21/2022,2.56,4.0,1.0,186.0,,
5814631,Well Furnished Upper East Side Studio,47435913222,verified,David & Derek,Manhattan,Upper East Side,40.78165,-73.94825,United States,US,True,flexible,Entire home/apt,2020.0,$890 ,$178 ,2.0,30.0,3/17/2019,0.62,5.0,1.0,167.0,- No Smoking In the House.  There is a back porch accessible through the kitchen where you can smoke. - We try to keep the house very clean and would like to ask you to please remove your shoes when entering the house so that dirt doesn't trek around the house.  There is a shoe cabinet right by the entrance where you can store your shoes.  Some slippers will also be provided and can be found inside the shoe cabinet. - Please clean after yourself after you use the bathroom. It is a shared bathroom. The same goes for the kitchen. ,
25765916,Hippie vibe spot,74444806112,unconfirmed,Katarzyna,Brooklyn,Greenpoint,40.7261,-73.95842,United States,US,True,moderate,Private room,2013.0,$850 ,$170 ,1.0,0.0,,,5.0,2.0,0.0,No Smoking No Pets,
46639542,Air mattress boudoir [BEST RATES],11641492487,verified,Joica,Brooklyn,East New York,40.67425,-73.87279,United States,US,True,moderate,Shared room,2012.0,$279 ,$56 ,1.0,9.0,6/4/2019,0.4,3.0,6.0,180.0,Relatively quiet after 10 in the evening.,
55696157,Huge 1 BR APT in Heart of Astoria,3177379446,unconfirmed,Emil,Queens,Ditmars Steinway,40.77379,-73.91875,United States,US,True,moderate,Entire home/apt,2020.0,"$1,052 ",$210 ,3.0,13.0,6/24/2019,1.39,3.0,1.0,0.0,"Thanks for not smoking and leaving your pets at home! Thanks for keeping the house locked. Thanks for not throwing parties. And... all of the usual stuff that is just good common sense like using coasters and place mats and returning the apartment to the way it looked when you arrived. There is no parking in the driveway. At the end of your stay, please strip the beds and put the sheets in the pantry or on the bathroom floor. Towels can be put with the sheets. Trash and recycling pick up is on Tuesdays. If you are staying through a Tuesday, please put your garbage and recycling outside in the appropriate barrels Monday night or by 7:00 am on Tuesdays. THANKS!",
18393815,One Bedroom Apartment in Greenpoint,35965488770,unconfirmed,Lindsey,Brooklyn,Greenpoint,40.73556,-73.95726,United States,US,True,flexible,Entire home/apt,2007.0,"$1,093 ",$219 ,2.0,5.0,5/12/2019,0.37,3.0,2.0,7.0,"NO SMOKING, please stop smoking a block away so as not to bring smoke-filled lungs into the house, I'm highly sensitive, and it makes me feel sick. Please clean after yourself on an on-going basis, especially in the common areas. We recycle paper, glass, metal in a separate bin, and throw food, plastic bags, and wrappers into the normal trash, can you participate? This 100 year old building has character in the details, but might appear less clean. The wood work was painted white before I moved in. I consistently use bleach between guests, but the grooves have ""greyed"" overtime, and I haven't repainted yet. I hope you won't be that picky ;-) My end-of-stay cleaning fee is to cover my time and expenses washing, drying, changing the sheets and sanitizing the room in between guests. I don't do any daily cleaning (of your room, the bathroom or the kitchen).  I only clean in-between guests or when needed - I noticed I am not a clean freak, I go after the obvious (bread crumbs and slime) - s",
32094721,Big one bedroom located in Brooklyn,47288960321,verified,Todd,Brooklyn,Prospect Heights,40.67454,-73.96575,United States,US,True,flexible,Entire home/apt,2007.0,"$1,097 ",$219 ,30.0,16.0,1/28/2022,0.14,3.0,1.0,0.0,,
47653565,Great Apartment in Midtown New York,4710538640,unconfirmed,Andrea,Manhattan,Midtown,40.74644,-73.98389,United States,US,True,moderate,Entire home/apt,2010.0,"$1,084 ",$217 ,1.0,0.0,,,4.0,1.0,326.0,,
44233723,Oasis Retreat Bed-Stuy Brooklyn,38107562727,verified,Steve,Brooklyn,Bedford-Stuyvesant,40.68039,-73.94302,United States,US,True,strict,Entire home/apt,2019.0,$310 ,$62 ,3.0,57.0,6/30/2019,2.09,4.0,1.0,258.0,Please be respectful of the driveway and do not park in the driveway or anywhere on Barrett Ave ( as all spots are assigned to residents)  Parking on M street is fine!,
1148248,"HOSTING YOUR  SUNNY, SPACIOUS NYC ROOM",84001079377,verified,,Manhattan,Inwood,40.86648,-73.9263,United States,US,False,strict,Private room,2003.0,$373 ,$75 ,7.0,0.0,,,,2.0,,,
5061846,Ideal SoHo 1BR,23114506792,verified,Steven,Manhattan,SoHo,40.72593,-74.00185,United States,US,False,moderate,Entire home/apt,2021.0,$310 ,$62 ,1.0,5.0,6/8/2018,0.1,5.0,1.0,33.0,"Stay kinda quiet after 11, don't leave the door open, and you're good to go. Have fun!",
35000924,"♔ Quant Private Room,Centrally Located near Subway",44595546394,unconfirmed,Sukhjit,Brooklyn,Bedford-Stuyvesant,40.68718,-73.95792,United States,US,False,strict,Private room,2018.0,"$1,033 ",$207 ,3.0,2.0,12/9/2021,0.65,2.0,10.0,365.0,,
20633392,Luxury apt in the heart of Times Square!LOCATION !,42389508404,unconfirmed,Matthew,Manhattan,Hell's Kitchen,40.76202,-73.99679,United States,US,True,strict,Entire home/apt,2019.0,$906 ,$181 ,4.0,0.0,,,5.0,1.0,0.0,Can use kitchen and either bathroom. Roommates will be at the house as well but will not be using the living during your stay. No guests permitted without prior notice and agreement. No shoes in the house and please wash all dishes promptly after use.,
3799840,Sunny 2BR Flex Loft in Greenpoint,17471002929,unconfirmed,Vida,Brooklyn,Greenpoint,40.72705,-73.94033,United States,US,True,flexible,Entire home/apt,2021.0,"$1,151 ",$230 ,30.0,3.0,9/9/2016,0.08,4.0,52.0,123.0,"This apartment is located in a beautiful brownstone in Boston's Back Bay. Quiet hours are between 10pm and 8am. Garbage is collected by the city twice a week, (details of collection days and times are provided in the unit). Maximum occupancy for this unit is 3 persons. No personal items may be left in common hallways. 100% smoke free and no pets allowed.",
19973393,*NO GUEST SERVICE FEE* Great Location! Luxury Midtown Studio with Kitchen,53570360839,unconfirmed,Red Awning,Manhattan,Midtown,40.75231,-73.96707,United States,US,True,flexible,Entire home/apt,2007.0,"$1,196 ",$239 ,3.0,7.0,5/31/2019,1.27,2.0,49.0,176.0,,
14823196,Private Room in Central Harlem,62811370939,verified,Shakeria,Manhattan,Harlem,40.81254,-73.94204,United States,US,False,strict,Private room,2010.0,$474 ,$95 ,3.0,1.0,8/24/2017,0.04,4.0,1.0,0.0,This is a non-smoking unit.,
42772337,2 Bdrm Apt in Heart of Greenwich Village,75745440160,verified,Jesse,Manhattan,Greenwich Village,40.72882,-74.00089,United States,US,True,flexible,Entire home/apt,2009.0,$863 ,$173 ,2.0,6.0,7/7/2019,3.16,5.0,1.0,16.0,,
3757313,Spacious Loft with Spiral Staircase,6470837853,unconfirmed,Leslie,Brooklyn,Bushwick,40.70204,-73.92109,United States,US,True,flexible,Entire home/apt,2014.0,$326 ,$65 ,1.0,2.0,1/5/2016,0.03,4.0,1.0,248.0,"Please treat the interior of the unit, including all furniture with respect.   No smoking or pets allowed. Enjoy yourself but please keep noise to acceptable levels at night to avoid disturbing neighbors.  No parties please.",
56411938,Your point in Chelsea,97581240409,unconfirmed,Fernando,Manhattan,Chelsea,40.74183,-73.99997,United States,US,True,strict,Entire home/apt,2007.0,"$1,190 ",$238 ,2.0,124.0,5/27/2019,3.94,5.0,1.0,317.0,This is our home so please treat it with care.  No pets and no smoking.,
9459811,Queen bed w/ attached bathroom,18383884137,unconfirmed,Jordan,Brooklyn,Bushwick,40.69177,-73.92509,United States,US,True,moderate,Private room,2007.0,$657 ,$131 ,7.0,2.0,5/31/2017,0.06,5.0,1.0,300.0,No Smoking No Pets,
15758792,THE SEXY SUITE SPOT,62638200009,verified,Candy,Brooklyn,Crown Heights,40.67234,-73.914,United States,US,True,strict,Private room,2006.0,$867 ,$173 ,1.0,34.0,6/2/2019,1.62,4.0,1.0,35.0,"Please respect my home. There are other long term tenants who reside in the building. THERE WILL BE NO PARTIES ALLOWED AT THIS PROPERTY. If guests host a party, they will be asked to leave immediately upon the first report of a disturbance and the security deposit forfeited.",
51359498,"Big bedroom in Astoria, 20 min from Central Park",870193782,verified,Costas,Queens,Astoria,40.76882,-73.92793,United States,US,True,strict,Private room,2004.0,$110 ,$22 ,3.0,23.0,12/31/2018,0.81,5.0,1.0,23.0,"House Rules 1. All bookings made at least a week before check in are fully refundable if cancelled within 24 hours of booking. After this, you will receive a 50% refund if you cancel at least 7 days before the start of your trip. 2. Check-in time is any time after 4 pm local time. If the unit is ready earlier, we’ll let you know. Check-out is normally 11 am local time, but we’d be happy to extend it as long as we don’t have a cleaning scheduled. Just let us know.  3. All bookings require a security deposit of at least $300. 4. For security measures we require all guests to provide proof of identification through ID verification on our own website. In order to check in, we'll need a photo of your ID.  5. Don’t let $300 go up in smoke. There's no smoking allowed in any Flatbook and a $300 fine for breaking this rule.  6. Unfortunately we don’t allow pets in most of our apartments. 7. Unless you’re staying in one of our specialty apartments, we don’t allow parties or excessive noise. 8. I",
5295469,Hotel Gabrielle,42651776080,unconfirmed,Gabrielle,Brooklyn,Prospect-Lefferts Gardens,40.65516,-73.95882,United States,US,False,strict,Entire home/apt,2013.0,$353 ,$71 ,14.0,43.0,1/2/2019,0.83,4.0,1.0,9.0,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.",
48057296,IDEAL One bedroom apt by Central Park!,1828358992,verified,K Alexandra,Manhattan,Midtown,40.76016,-73.9691,United States,US,False,moderate,Entire home/apt,2008.0,$571 ,$114 ,2.0,132.0,6/30/2019,3.66,4.0,1.0,266.0,"No loud parties, no smoking",
43979665,"Williamsburg, Private Bedroom, 2 blocks from L",43753888030,unconfirmed,Omar,Brooklyn,Williamsburg,40.71518,-73.94151,United States,US,False,moderate,Private room,2014.0,$804 ,$161 ,3.0,0.0,,,5.0,1.0,0.0,#NAME?,
23154089,Cozy Room 1 in Brooklyn,28399778195,verified,Olabimpe,Brooklyn,Bedford-Stuyvesant,40.69088,-73.92983,United States,US,False,moderate,Private room,2006.0,$387 ,$77 ,3.0,11.0,6/13/2019,2.73,4.0,4.0,164.0,"-  1.Guest(s) agree to NO PARTIES anywhere on the property. Legal action will be taken for parties that cause damages to the unit, property, reputation, or relationship with building staff or other residents.  2.Smoking of any kind is not permitted in the unit or on the premises. Fee for smoking will be 10 times your total reservation cost. For example, your total reservation cost is $350. Fee for smoking on premises will be $3,500. 3.Guests agree to abide by maximum occupancy of unit, and observe quiet hours between 9pm and 9am  4.Guests are responsible for action of ALL GUESTS occupying their unit at all times.  5.Guests agree to return all keys, remotes. Replacement fees may apply for unreturned items  6.Guests understand that onsite building staff (maintenance and concierge) are not affiliated with AIRBNB. Please contact me directly for any needed items.  7.Guests understand that no pets are to be in the unit.  8.Guests agree to pay replacement cost for any unreturned items, and $12",
